target_weld_count,instance_seed,exact_target_found,requested_group_count,placed_group_count,actual_weld_count,count_delta,instance_hash,finite_coordinates,all_welds_in_platform,bbox_area_ratio,x_coverage_ratio,y_coverage_ratio,midpoint_dispersion,grid_occupancy_ratio,quadrant_0_length,quadrant_1_length,quadrant_2_length,quadrant_3_length,quadrant_length_mean,quadrant_length_std,quadrant_length_cv,upper_lower_length_imbalance,left_right_length_imbalance,cross_y6_count,cross_x10_count,cross_both_count,total_original_weld_length,weld_length_mean,weld_length_std,weld_length_min,weld_length_max,no_short_welds,hard_valid,duplicate_instance_hash,roundtrip_hash_match,regeneration_hash_match,coverage_rank_score,balance_rank_score,boundary_interaction_score,geometry_score,selected_independent_best,recommended_common_seed,selected_for_formal_experiments
60,46,True,25,25,60,0,a6fb2988f40f45aa2516f9a7a97b0746a3d6f8b64755a3afb9cb8715037cd70e,True,True,0.8660875740532624,0.9371311419096499,0.9241903670903332,0.24714379137389428,0.875,18.646279809376736,27.926175720575266,27.45907991822139,6.885433593750003,20.22924226048085,8.545120495088572,0.4224142647093621,0.15111715333337888,0.13957208910558086,2,11,0,80.9169690419234,1.3486161506987233,0.9992211805621213,0.5049999999999999,5.3750301062930665,True,True,False,True,True,0.275,0.3333333333333333,0.0,0.24041666666666667,,False,
30,47,True,14,14,30,0,76fd0cb412af18ec39ccc5314fd271f39e8d03f7b210a675da27f7898a62caf6,True,True,0.7472021523173261,0.9274591711191501,0.8056442543079166,0.2365105523270443,0.75,9.508664710850846,12.792035650887932,4.19993383789,3.4508196382617666,7.487863459472636,3.8511713914279535,0.5143217971684527,0.4891230644388243,0.08461214450975509,2,0,0,29.951453837890547,0.9983817945963516,0.5513723885487832,0.5038731689460008,2.5909999999999993,True,True,False,True,True,0.175,0.5,0.6666666666666666,0.38708333333333333,,False,
45,47,True,25,25,45,0,e0bd040402c5ffc32b07d49cb98f8e97d2f73fa5f861a8a43455124b5a849f9b,True,True,0.9094003298164188,0.9274591711191501,0.9805286940222501,0.25368921123732374,0.9375,15.362140403954214,14.037035650887931,5.892867675779999,11.776772894575746,11.767204156299472,3.6257282815195127,0.30812147332197937,0.24919971066804109,0.09685394264382143,4,1,0,47.0688166251979,1.0459737027821754,0.5347703677810439,0.5038731689459999,2.5909999999999993,True,True,False,True,True,0.52,0.4666666666666666,0.8888888888888891,0.5751111111111111,,False,
60,47,False,37,37,59,-1,e311d62298ea27dc7a3fde1094671309ed4dedb7b2ab9f836b013acfed787dde,True,True,0.9573506839436893,0.9763617217732999,0.9805286940222501,0.2743833651130506,1.0,17.0369007235097,16.003529827011157,10.065637702634547,13.894789154154335,14.250214351827434,2.6681803206375374,0.18723790777893615,0.15929591425001194,0.0490480438749105,7,1,0,57.000857407309745,0.966116227242538,0.512633049402017,0.5038731689459999,2.5909999999999993,True,False,False,False,False,,,,,,False,
30,48,False,14,14,32,2,180701a0fbbde0dc52e1d7556b362c35d531feaeeb6ac1036b6ce388ac015821,True,True,0.8318398627883787,0.89285733544155,0.9316604453689167,0.2738153697736707,0.6875,8.873022011768885,9.593737210345878,9.383125220139231,21.394608568752286,12.311123252751571,5.250895281085176,0.42651634406402245,0.24999698065782114,0.25855070828619064,2,3,0,49.24449301100631,1.5388904065939466,2.070067010342104,0.5038731689449998,12.5,True,False,False,False,False,,,,,,False,
45,48,True,17,17,45,0,60b8e0f4e692496a671a8b36875b5bc9475922f70d6af5043354cc4c827bf88e,True,True,0.9058883439738685,0.9658641381538999,0.93790452320275,0.2852215429950525,0.75,8.873022011768885,9.593737210345878,21.465161567578107,22.018608568752285,15.487632339611288,6.262499017181166,0.404354834868087,0.40382239140310533,0.020567414240786865,2,3,0,61.95052935844521,1.3766784301876704,1.83434018897308,0.5038731689449998,12.5,True,True,False,True,True,0.52,0.4666666666666666,0.8888888888888891,0.5751111111111111,,False,
60,48,True,22,22,60,0,bc58ce74c83a4a9bef73c67ed3a695a8e41c4639d6c97c99cd71cdc56101b10f,True,True,0.9058883439738685,0.9658641381538999,0.93790452320275,0.27736601113628884,0.8125,17.95662252046274,9.593737210345878,22.005152715616614,24.0326850050781,18.397049362875833,5.533332620449438,0.3007728310831942,0.25122884688227126,0.08609197181151969,2,3,0,73.5881974515034,1.2264699575250557,1.6145202427885255,0.5038731689449998,12.5,True,True,False,True,True,0.6,0.5833333333333334,0.8333333333333333,0.6408333333333334,,False,
30,49,False,13,13,33,3,beb4440c07d3857e68ef2576061d336b29eee2cc1d40d6cbfc151fec1b6d8198,True,True,0.8725590993565987,0.952088995015,0.9164680023875832,0.2554770447807036,0.6875,16.019438319414924,4.307678866454829,9.885512046487953,6.366177436522545,9.144701667220062,4.442065694323937,0.48575293716216994,0.11141499884758295,0.41639122349727953,11,1,0,36.57880666888027,1.1084486869357653,0.7411079624165849,0.5038731689449989,4.2134687500000005,True,False,False,False,False,,,,,,False,
45,49,False,19,19,47,2,e2fb9ef7283fa2f27de8898822a9df2243abeee8ff4f341103afa03d6b1b796a,True,True,0.9237052905838019,0.9544882069199001,0.9677492963109167,0.25843142850038875,0.875,19.805880404373493,5.816755302780646,16.542670142265276,11.959856594592933,13.531290611003087,5.2541018177732965,0.38829273339978954,0.053207988663000486,0.3431294763960515,11,1,0,54.12516244401236,1.1515992009364329,0.9300495774449111,0.5038731689449989,5.37503010629355,True,False,False,False,False,,,,,,False,
60,49,False,31,31,59,-1,e4fdcf0287d09d2047e6f387d327ef15d24798eb1620df006f23e62bcb3bc160,True,True,0.9371034342131512,0.9544882069199001,0.9817862886301666,0.2588198808103483,0.9375,21.560904463666393,22.598043362155668,20.855103736015273,17.19148531773793,20.551384219893816,2.036486615741192,0.09909243065826512,0.07435458734395214,0.03195015347488899,11,2,0,82.20553687957528,1.3933141843995807,1.7040145860023972,0.5038731689449989,12.5,True,False,False,False,False,,,,,,False,
30,50,True,11,11,30,0,c158ca8b4940e46d852b7d97734713cbea459c0884a645134813cbd123e13599,True,True,0.7834879801298523,0.9133951551266,0.8577754936977501,0.26062553161385205,0.625,5.199964074717772,6.14804865991638,31.655953803716272,7.8685675974378775,12.718133533947075,10.975520643826954,0.8629820259813469,0.5538648535044787,0.4489515218588759,5,1,0,50.87253413578833,1.69575113785961,1.613771677023686,0.5049999999999999,5.254,True,True,False,True,True,0.35,0.08333333333333333,0.0,0.18666666666666668,,False,
45,50,True,22,22,45,0,51834bd015bd6ec268ce05b3ce68152ff6852a62b4da745a8cd5530e4080c62a,True,True,0.8652648869703422,0.9276714347644999,0.9327277466401666,0.2601496833415281,0.8125,5.939964074717772,13.018959494874943,37.15137069788023,25.342112600657693,20.36310171703266,11.922665905545053,0.5855034302349122,0.5344784936733242,0.058073945988158966,5,2,0,81.45240686813067,1.8100534859584587,2.171071131140495,0.5038731689449989,12.5,True,True,False,True,True,0.26,0.26666666666666666,0.44444444444444453,0.2992222222222222,,False,
60,50,True,35,35,60,0,216eb97f6788599f3a8cf50f2ca836a70fa8a9642f74cbeff9e621c7d7db5b00,True,True,0.8659156628431411,0.9283691473340498,0.9327277466401666,0.25055579352826796,0.9375,9.71883126221777,16.929759846431963,43.77345664327509,29.207721362858575,24.90744227869585,12.930160669981335,0.5191284004717307,0.46504761889093776,0.0738213764977097,7,3,0,99.62976911478343,1.6604961519130568,1.9904576604628048,0.5038731689449989,12.5,True,True,False,True,True,0.4,0.16666666666666666,0.3333333333333335,0.30500000000000005,,False,
